"id","field","kept_value","all_values","study_count"
"mapics","notes","Report sponsor; leading global solutions provider for manufacturing; 25+ years industry experience; 10000+ customer sites in 70+ countries; headquartered in Atlanta; acquired by Infor 2006","Report sponsor; leading global solutions provider for manufacturing; 25+ years industry experience; 10000+ customer sites in 70+ countries; headquartered in Atlanta; acquired by Infor 2006 || iSeries ERP vendor; Cameleon front-office product; acquired by Infor in 2003 || rder management suppliers, including Ironside Technologies; MAPICs, Inc.; ClickCommerce; and i2, to submit proposals for helpi","3"
"marathon-technologies","entity_name","Marathon Technologies Corporation","IBM || Marathon Technologies || Marathon Technologies Corp. || Marathon Technologies Corporation || Transaction Processing Council (TPC) || WebEx Communications","7"
"marathon-technologies","entity_type","industry-body","company || corporation || firm || industry-body","7"
"marathon-technologies","sector","fault-tolerant computing / high availability","fault-tolerant computing / high availability || fault-tolerant-computing || information-technology || server-hardware || technology || technology-standards","7"
"marathon-technologies","status","acquired","acquired || active","7"
"marathon-technologies","successor","Stratus Technologies (acquired assets Sept 2012) -> Siris Capital (2014) -> SGH/Penguin Solutions (2022)","Cisco Webex || N/A (active) || NEC (acquired 2002) || Stratus Technologies (2012) || Stratus Technologies (acquired assets Sept 2012) -> Siris Capital (2014) -> SGH/Penguin Solutions (2022)","7"
"marathon-technologies","years_active","1911-present","1911-present || 1988-present || 1990-2012 || 1992-2002 || 1993-2012 || 2000-2007","7"
"marathon-technologies","notes","Founded by former DEC VAXft engineers in Boxborough MA; pivoted from hardware to software (everRun) in 2004; acquired by Stratus Technologies Sept 24, 2012.","Boxborough, MA; Endurance product || Founded 1995; IPO 2000; acquired by Cisco Systems for $3.2B in 2007; now operates as Cisco Webex || Founded by former DEC VAXft engineers in Boxborough MA; pivoted from hardware to software (everRun) in 2004; acquired by Stratus Technologies Sept 24, 2012. || Founded late 1988 by suppliers; over 40 members at time of study; produces trademarked benchmark specifications; headquartered in San Jose CA || Maker of the Endurance product for NT high availability; the client audience for this presentation. Acquired by NEC in 2002. || Manufacturer of the AS/400e platform; primary subject of analysis || industry-standard benchmarks, such as those audited by the Transaction Processing Council (TPC) and by software vendors, like SAP, that indicate that a Mic","7"
"marc-benioff","notes","Francisco, CA 94105 (415) 901-7000   ## **Company Facts**   Marc Benioff, a former Oracle executive, founded the company in 1999 to","Francisco, CA 94105 (415) 901-7000   ## **Company Facts**   Marc Benioff, a former Oracle executive, founded the company in 1999 to || Salesforce.com co-founder, chairman and CEO","3"
"marcam-solutions","entity_name","Marcam Solutions Inc.","Marcam Solutions || Marcam Solutions Inc.","2"
"marcam-solutions","sector","enterprise-software","ERP-software || enterprise-software","2"
"marcam-solutions","status","acquired","acquired || unknown","2"
"marcam-solutions","successor","Invensys -> Wonderware -> AVEVA","Invensys -> Wonderware -> AVEVA || unknown","2"
"marcam-solutions","years_active","1980-1999","1980-1999 || 1980-2004","2"
"marcam-solutions","notes","$100M revenue; Newton MA; 1,200+ customers; 700+ employees; process manufacturing focus; chemical and food/beverage industries; Protean (NT) and Prism (AS/400)","$100M revenue; Newton MA; 1,200+ customers; 700+ employees; process manufacturing focus; chemical and food/beverage industries; Protean (NT) and Prism (AS/400) || Protean ERP; Impact 10/97","2"
"marine-midland-bank","entity_type","institution","company || institution","4"
"marine-midland-bank","sector","financial services","banking || banking/finance || financial services","4"
"marine-midland-bank","status","acquired","acquired || merged","4"
"marine-midland-bank","successor","HSBC (1999)","HSBC || HSBC (1999) || HSBC USA","4"
"marine-midland-bank","years_active","1850-1999","1850-1999 || 1969-1973","4"
"marine-midland-bank","notes","based applications. Mary Ellen, known as Mel, had worked at marine Midland bank with cosmos and notably was the first woman to graduate fro","NY regional bank; PHI bond-portfolio analysis system client; Mary Ellen Holland's prior employer. || PHI client in July 1969; Kastner upgraded their bond portfolio system and fixed an early Y2K two-digit-year bug. || PHI client; Kastner involved in Y2K-related date fix for Marine Midland. || based applications. Mary Ellen, known as Mel, had worked at marine Midland bank with cosmos and notably was the first woman to graduate fro","4"
"mark-barranchea","sector","Enterprise Software","Enterprise Software || enterprise-software","2"
"mark-barranchea","years_active","2000s-present","1999-present || 2000s-present","2"
"mark-barranchea","notes","Oracle senior executive moved from CRM to lead new customer-care and relations role. (Note: commonly spelled Barrenechea.)","Oracle senior executive moved from CRM head to new customer care role || Oracle senior executive moved from CRM to lead new customer-care and relations role. (Note: commonly spelled Barrenechea.)","2"
"mark-hurd","entity_name","Mark V. Hurd","Mark Hurd || Mark V. Hurd","2"
"mark-hurd","sector","technology-executive","executive || technology-executive","2"
"mark-hurd","years_active","1956-2019","1956-2019 || 1980-2019","2"
"mark-hurd","notes","NCR VP marketing 1997 -> NCR CEO 2003 -> HP CEO 2005-2010 -> Oracle co-CEO 2014-2019; deceased October 2019","Ex-NCR CEO; HP CEO 2005-2010; Oracle co-CEO until 2019 || NCR VP marketing 1997 -> NCR CEO 2003 -> HP CEO 2005-2010 -> Oracle co-CEO 2014-2019; deceased October 2019","2"
"mark-pollard","sector","NAS / Enterprise Storage","NAS / Enterprise Storage || Storage / Enterprise IT","5"
"mark-pollard","status","unknown [REVIEW]","active || unknown [REVIEW]","5"
"mark-pollard","years_active","2002-2008","2000s || 2002-2008","5"
"mark-pollard","notes","ives**   Eric Kelly, president and chief executive officer; Mark Pollard, vice president, marketing and business development; Jillia","VP Marketing and Business Development at Snap Appliance || VP Marketing and Business Development at Snap Appliance. || Who**   Eric Kelly, President and Chief Executive Officer; Mark Pollard, Vice President, Marketing and Business Development; Jillia || ives**   Eric Kelly, president and chief executive officer; Mark Pollard, vice president, marketing and business development; Jillia","5"
"mark-salamasick","sector","audit-academia","academic || audit-academia","2"
"mark-salamasick","status","active","active || living","2"
"mark-salamasick","notes","Report co-author, project lead, Univ of Texas at Dallas; prior Bank of America SVP; CIA/CISA/CSP","Co-author of the PC Management Best Practices IIARF report (2003) || Report co-author, project lead, Univ of Texas at Dallas; prior Bank of America SVP; CIA/CISA/CSP","2"
"mark-vigoroso","notes","## _**Publication date:**_ March 2006   _**Lead analyst:**_ Mark Vigoroso, Vice President, Service Chain Management Research   _© 200","## _**Publication date:**_ March 2006   _**Lead analyst:**_ Mark Vigoroso, Vice President, Service Chain Management Research   _© 200 || **, Inc.**   ## (617) 854-5278 mark.vigoroso@aberdeen.com   Mark Vigoroso spearheads primary market research in service management an || *_ **, Inc.**   (617) 854-5278 mark.vigoroso@aberdeen.com   Mark Vigoroso spearheads primary market research in field service managem || Chief Research Officer, Aberdeen Group (successor CRO to Kastner). || December 2005, March 2006, June 2006   _**Lead analyst:**_ Mark Vigoroso, Vice President, Service Chain Management Research   _© 200 || Group, Inc.**   (617) 854-5278 mark.vigoroso@aberdeen.com   Mark Vigoroso spearheads primary market research in service management an || ector e-Business and Enterprise Applications, Europe .. 174 Mark Vigoroso ........................................................... || k Optimization Benchmark_<br>_Report,_March 2006| |Authors: Mark Vigoroso, Vice President, Service Chain Management Research,<br>mark || mer support.   _**Time frame:**_ 1Q05   _**Lead analyst:**_ Mark Vigoroso   _© 2005_ **Aberdeen** _**Group** , Inc. 260 Franklin Stre || mer support.   _**Time frame:**_ 4Q04   _**Lead analyst:**_ Mark Vigoroso   _© 2004_ **Aberdeen** _**Group** , Inc. 260 Franklin Stre","13"
"marketwatch","entity_name","MarketWatch / CBS.MarketWatch.com","MarketWatch (CBS.MarketWatch) || MarketWatch / CBS.MarketWatch.com","2"
"marketwatch","sector","financial-news-media","business-press || financial-news-media","2"
"marketwatch","successor","acquired by Dow Jones 2005 ($519M)","Dow Jones / News Corp || acquired by Dow Jones 2005 ($519M)","2"
"marketwatch","notes","Financial news site; acquired by Dow Jones 2005","Business news site (then CBS MarketWatch) || Financial news site; acquired by Dow Jones 2005","2"
"martin-annis","sector","physics-electronics","executive || physics-electronics","2"
"martin-annis","status","deceased","deceased || unknown","2"
"martin-annis","years_active","1940s-2010s","1940s-2010s || 1970s","2"
"martin-annis","notes","AS&E president quoted in trade-press article. | Source: Referenced in Aberdeen study context; current status not publicly verifiable","AS&E president quoted in trade-press article. | Source: Referenced in Aberdeen study context; current status not publicly verifiable || President of American Science & Engineering; physicist-founder","2"
"martin-reynolds-gartner","notes","Gartner research vice president covering semiconductors and client computing","Gartner VP of research; argued Sun should exit processors || Gartner research vice president covering semiconductors and client computing","2"
"mastech","entity_name","Mastech Corporation","Mastech || Mastech Corporation","3"
"mastech","successor","iGate -> Mastech Digital","[none] || iGate -> Mastech Digital","3"
"mastech","notes","LLP   - Keane, Inc.   - KPMG Consulting   - Logica plc   - Mastech Corporation   - PricewaterhouseCoopers MCS   ## FIGURES   F","IT staffing and services; merged with iGate; now Mastech Digital (NASDAQ: MHH) || LLP   - Keane, Inc.   - KPMG Consulting   - Logica plc   - Mastech Corporation   - PricewaterhouseCoopers MCS   ## FIGURES   F || Listed under CIS practice area; now iGate/Mastech Holdings","3"
"matsushita","entity_name","Matsushita Electric (Panasonic)","Matsushita || Matsushita Electric (Panasonic)","2"
"matsushita","sector","Consumer Electronics","Consumer Electronics || consumer-electronics","2"
"matsushita","status","renamed","active || renamed","2"
"matsushita","successor","Panasonic Corporation (2008)","Panasonic Corporation || Panasonic Corporation (2008)","2"
"matsushita","notes","GoRemote enterprise customer cited; parent company of Panasonic.","CE target || GoRemote enterprise customer cited; parent company of Panasonic.","2"
"maxtor","entity_name","Maxtor Corporation","Maxtor || Maxtor Corporation","22"
"maxtor","sector","Storage Hardware / Disk Drives","Data Storage Hardware || Hard Disk Drive Manufacturing || Storage Hardware / Disk Drives || storage","22"
"maxtor","status","unknown [REVIEW]","acquired || unknown [REVIEW]","22"
