"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","collection","notes"
"intel-windows-server","Intel/Windows-based Servers","hardware","Intel; Microsoft","1990s-2000s","mature","{'lifecycle_current': 'active', 'notes': 'Intel/Windows-based servers remain the dominant server platform. Windows Server 2022/2025 on Xeon processors is the mainstream enterprise server configuration.', 'source': 'General knowledge'}","hp-compaq-kastner-insight1-a5a4e0","kastner-author","Both HP and Compaq offered redundant Intel/Windows server lines; major overlap area."
"unix-server","Unix Enterprise Servers","platform","HP; Compaq","1980s-2000s","mature","{'lifecycle_current': 'legacy-supported', 'notes': 'Unix enterprise servers (AIX, HP-UX, Solaris, SPARC) are in long-term decline. Fujitsu confirmed end of Unix sales by 2029/support by 2034. Oracle Solaris, IBM AIX, and HP-UX still have active but declining installed bases with long-term support contracts.', 'source': 'https://www.techzine.eu/news/applications/73825/end-date-for-unix-systems-and-mainframe-confirmed-by-fujitsu/'}","hp-compaq-kastner-insight1-a5a4e0","kastner-author","Both companies had overlapping Unix server lines."
"titanium","Intel Itanium 64-bit processor","hardware","Intel","2000s","emerging","{'lifecycle_current': 'end-of-life', 'notes': ""Intel Itanium (referred to as 'Titanium' in this collection) reached full end-of-life. Intel stopped shipments of Itanium 9700-series CPUs on July 29, 2021. HPE ended all Itanium (Integrity server) support December 31, 2025. The platform is definitively end-of-life."", 'source': 'https://www.spectrumsourcing.com/spectrum-news-feed/industry-update-hpe-to-end-itanium-support-by-december-31-2025'}","hp-compaq-kastner-insight1-a5a4e0","kastner-author","Common 64-bit architecture for future Windows and Unix operating environments; both HP and Compaq working with Itanium."
"linux","Linux","platform","Open Source","1990s-2000s","growing","{'lifecycle_current': 'active', 'notes': 'Linux kernel actively developed. Dominates cloud, server, embedded, and Android markets.', 'source': 'General knowledge'}","hp-compaq-kastner-insight1-a5a4e0","kastner-author","Both HP and Compaq supported Linux as additional application platform."
"high-availability","High Availability Solutions","framework","Various","1990s-2000s","mature","{'lifecycle_current': 'active', 'notes': 'High Availability as a concept and product category is fully active. Modern HA solutions include clustering, load balancing, cloud-based failover. Market growing with cloud adoption.', 'source': 'General knowledge'}","hp-compaq-kastner-insight1-a5a4e0","kastner-author","Industry-leading partnerships in HA technologies cited as strength ingredient for merger success."
"tpc-benchmark","TPC (Transaction Processing Performance Council) Benchmarks","benchmark","","","","active","hptpc92-2fd423","kastner-author","TPC-A benchmarks used to compare HP performance"
"hp-3000","HP 3000","platform","","","","end-of-life","hptpc92-2fd423","kastner-author","HP midrange system showing 171% performance and 61% price-performance improvement since Jan 1990"
"hp-ux","HP/UX 9.0","operating-system","","","","mature","hptpc92-2fd423","kastner-author","HP open UNIX operating system sharing PA-RISC processors with MPE/iX"
"hp-mpe-ix","HP MPE/iX","operating-system","","","","end-of-life","hptpc92-2fd423","kastner-author","HP proprietary operating system for HP 3000; price-performance equalized with HP-UX"
"hp-allbase-rdbms","HP ALLBASE RDBMS","application","","","","discontinued","hptpc92-2fd423","kastner-author","HP relational database improved from also-ran to serious-contender status via TPC benchmark focus"
"hp-pa-risc","HP PA-RISC","hardware","","","","legacy","hptpc92-2fd423","kastner-author","Precision Architecture RISC processors shared between MPE/iX and HP-UX systems"
"soa-middleware","Service-Oriented Architecture (SOA) Middleware","platform","Various","2000s","emerging","{'lifecycle_current': 'evolved', 'notes': 'SOA middleware as a distinct product category has evolved into API management platforms, microservices brokers, and cloud-native integration. Market still active (~$10.5B in 2024) but under new paradigms. IBM, Oracle, MuleSoft, Red Hat dominate. Original standalone ESB-style SOA middleware superseded.', 'source': 'https://www.amraandelma.com/soa-marketing-statistics/'}","ibm-+-webify-=-industry-soa-application--97733a","kastner-author","Enterprise SOA middleware software; includes ESB, repository, management, governance, and lifecycle tools. IBM WebSphere cited as exemplar."
"enterprise-service-bus","Enterprise Service Bus (ESB)","platform","Various","2000s","emerging","{'lifecycle_current': 'evolved', 'notes': 'ESB replaced by API gateways and microservices architectures. Products like MuleSoft, IBM App Connect, and cloud-native integration platforms now dominate. Known answer applied.', 'source': 'known'}","ibm-+-webify-=-industry-soa-application--97733a","kastner-author","Core component of Enterprise SOA architecture; absent from SOA Lite implementations."
"web-services","Web Services","protocol","Various (W3C)","2000s","growing","{'lifecycle_current': 'active', 'notes': 'Web services (SOAP/REST/WSDL) remain active and foundational, though REST/JSON have largely superseded SOAP/XML in new development. Known answer applied.', 'source': 'known'}","ibm-+-webify-=-industry-soa-application--97733a","kastner-author","Foundation for SOA Lite integrations; about half of Global 5000 building SOA apps using web services."
"ibm-websphere","IBM WebSphere","platform","IBM","2000s","growing","{'lifecycle_current': 'legacy-supported', 'notes': ""IBM WebSphere Application Server traditional (tWAS) v8.5.5 and v9.0 are actively supported; IBM canceled planned 2030 EOS in 2024. Still sold and patched. However, IBM's strategic direction is toward Liberty and cloud-native. Positioned as mature/legacy-supported rather than actively growing."", 'source': 'https://www.marksu.idv.tw/goodbye-websphere-traditional-goodbye-my-youth/'}","ibm-+-webify-=-industry-soa-application--97733a","kastner-author","IBM's SOA middleware suite; cited as exemplar of Enterprise SOA; Webify plugs neatly into WebSphere environment."
"ibm-rational","IBM Rational","framework","IBM","2000s","growing","{'lifecycle_current': 'active', 'notes': 'IBM Rational brand persists. IBM Rational Developer for i v9.9 released January 2026. Active development continues for IBM i tooling. Some Rational tools rebranded under IBM Engineering portfolio.', 'source': 'https://community.ibm.com/community/user/blogs/brandon-pederson1/2026/01/27/ibm-rational-developer-for-i-99-is-now-generally-a'}","ibm-+-webify-=-industry-soa-application--97733a","kastner-author","IBM developer lifecycle tools; Webify composition studio fits into Rational architecture for modeling and assembling components."
"ibm-tivoli","IBM Tivoli","application","IBM","2000s","mature","{'lifecycle_current': 'legacy-supported', 'notes': ""IBM Tivoli Monitoring remains in active support and receives security patches as of 2024-2025. However, IBM's strategic direction is toward IBM Cloud Pak and Instana for observability. Tivoli brand is fading but products still supported."", 'source': 'https://www.ibm.com/support/pages/ibm-monitoring-academy-newsletter-september-october-2024'}","ibm-+-webify-=-industry-soa-application--97733a","kastner-author","IBM IT management suite; Webify solutions can be managed by IBM Tivoli."
"ibm-lotus","IBM Lotus","application","IBM","2000s","mature","{'lifecycle_current': 'evolved', 'notes': 'IBM Lotus Notes/Domino sold to HCL Technologies in 2019, rebranded as HCL Notes and HCL Domino. Versions 9.x and 10.x lost support June 1, 2024. HCL Notes v12 is current. The IBM Lotus brand is effectively discontinued; product lives on as HCL Notes.', 'source': 'https://www.crowcanyon.com/blog/lotus-notes-migration-replacement-made-easy-with-nitro-studio/'}","ibm-+-webify-=-industry-soa-application--97733a","kastner-author","IBM people and process collaboration products; Webify integrates with Lotus."
"eclipse-ide","Eclipse IDE","framework","Eclipse Foundation","2000s","growing","{'lifecycle_current': 'active', 'notes': 'Eclipse IDE actively developed and maintained by Eclipse Foundation. Known answer applied.', 'source': 'known'}","ibm-+-webify-=-industry-soa-application--97733a","kastner-author","Open-source integrated developer environment cited as general-purpose SOA toolkit lacking vertical market business process knowledge."
"microsoft-visual-studio","Microsoft Visual Studio","framework","Microsoft","2000s","mature","{'lifecycle_current': 'active', 'notes': 'Microsoft Visual Studio 2022 in mainstream support through January 2032; Visual Studio 2026 released. Actively developed with AI integrations. Visual Studio for Mac retired August 31, 2024 but Windows/cross-platform versions fully active.', 'source': 'https://learn.microsoft.com/en-us/visualstudio/releases/2026/servicing-vs'}","ibm-+-webify-=-industry-soa-application--97733a","kastner-author","General-purpose IDE cited as competitor to IBM-Webify offering for enterprise application programmer mindshare."
"erp-systems","Enterprise Resource Planning (ERP) Systems","application","SAP; Oracle; Infor; Lawson","1990s-2000s","mature","{'lifecycle_current': 'active', 'notes': 'ERP systems remain active and core enterprise technology. Known answer applied.', 'source': 'known'}","ibm-+-webify-=-industry-soa-application--97733a","kastner-author","Incumbent systems whose process models IBM-Webify vertical components would adjunct or replace for organizations seeking SOA-based customization."
"oracle-fusion","Oracle Fusion Applications","application","Oracle","2007 (projected)","pre-market","{'lifecycle_current': 'active', 'notes': 'Oracle Fusion Cloud Applications actively developed and deployed on OCI. Oracle Fusion Middleware 14.1.2 released December 2024 as a Long-Term Support release. Active product with quarterly updates.', 'source': 'https://blogs.oracle.com/fusionmiddlewaresupport/oracle-delivers-the-latest-in-customer-application-infrastructure-with-the-general-availability-of-oracle-fusion-middleware-1412'}","ibm-+-webify-=-industry-soa-application--97733a","kastner-author","Process-model-driven Oracle application suite; expected release 2007 at time of article; cited as future competitive threat to IBM-Webify."
"webify-industry-fabric","Webify Industry Application Fabric","framework","Webify Solutions (acquired by IBM)","2004-2006","current","{'lifecycle_current': 'discontinued', 'notes': 'Webify Solutions and its Industry Application Fabric was acquired by IBM (2006). The standalone Webify brand and product line was absorbed into IBM WebSphere industry solutions. No longer exists as a distinct product.', 'source': 'known - IBM acquired Webify 2006'}","ibm-+-webify-=-industry-soa-application--97733a","kastner-author","Webify's platform that abstracts system-level interfaces; foundation for pre-built customizable SOA components for insurance, healthcare, banking, and telecom. Composition studio and business services repository fit into IBM Rational."
